title,abstract,label
Cutaneous Sarcoidosis.,"Sarcoidosis is a multisystem disease that most commonly affects the lungs, lymphatic system, eyes, and skin but any organ may be involved. Cutaneous sarcoidosis most commonly presents as pink-red to red-brown papules and plaques that commonly affect the head and neck. With the skin being readily accessible for evaluation and biopsy, when sarcoidosis is suspected, dermatologic evaluation may be helpful for establishing a definitive diagnosis. Treatment strategy depends on the severity and distribution of skin lesions and should incorporate patient preference and treatment considerations for other organs that may be involved.",0
Patient preferences for heart valve disease intervention.,"BACKGROUND: This study aimed to determine how patients trade-off the benefits and risks of two different types of procedures used to treat heart valve disease (HVD). It also aimed to determine patients' preferences for HVD treatments (predicted uptake) and the relative importance of each treatment attribute. METHODS: A discrete choice experiment (DCE) was conducted in Australia and Japan with patients who required a heart valve procedure. Patients were stratified into three categories: no prior procedure experience, minimally invasive procedure experience and invasive procedure experience. DCE attributes included risk of mortality; risk of stroke; needing dialysis; needing a new pacemaker; valve durability; independence 1 month after surgery; and out-of-pocket expenses. Participants chose between two hypothetical labelled approaches to therapy ('invasive procedure' and 'minimally invasive procedure'), with a separate opt-out included. A mixed multinomial logit model was used to analyse preferences. RESULTS: The DCE was completed by 143 Australian and 206 Japanese patients. Both populations demonstrated an overall preference for the minimally invasive procedure over the invasive procedure. All attributes tested significantly predicted choice and were important to patient decision-making. However, patients' choices were most influenced by the durability of the valve and the likelihood of independence postprocedure, irrespective of their prior procedure experience. Differences in preference were observed between Australian and Japanese patients; valve durability was the most important attribute among Australian patients, while Japanese patients emphasised regaining independence postsurgery. Risk of mortality was less important relative to other key attributes in Japan; however, it remained significant to the model. CONCLUSIONS: HVD patients prefer a minimally invasive procedure over an invasive procedure, irrespective of prior treatment experience. Key attributes contributing to treatment preferences are valve durability and faster recovery. These results can be used to help inform healthcare decision-makers about what features of heart valve procedures patients value most. PATIENT AND PUBLIC CONTRIBUTION: People with lived experience of HVD were included in multiple stages of the design phase of this research. First, patients and doctors were consulted by taking part in qualitative interviews. The qualitative interviews helped inform which treatment attributes to include in the DCE based on what was important to those with lived experience and those who help make treatment decisions on behalf of patients. Qualitative interview participants also assisted with the framing of questions in the online survey to ensure the terminology was patient-friendly and relevant to those with lived experience. Following qualitative interviews, the DCE attribute list was agreed on in expert consultation with a steering committee, which included patient representatives and treating physicians (interventional cardiologists, cardiothoracic surgeons). The survey was also pilot tested with a small sample of patients and minor adjustments were made to the wording to ensure it was appropriate and meaningful to those with lived experience of HVD.",1
Breast filler granuloma mistaken for implant rupture: A case report.,"RATIONALE: Breast augmentation is usually performed by inserting implants into the breasts. However, injectable fillers are sometimes used for the convenience of both patients and surgeons. If foreign substances, such as biomaterials, are injected into the body, complications such as inflammation, granuloma, and tissue necrosis can occur owing to foreign body reactions. PATIENT CONCERNS: A 39-year-old female patient visited our hospital complaining of tenderness, redness, and swelling in both breasts. The patient had undergone bilateral breast augmentation using implants 4 years prior to current consult. DIAGNOSES: On magnetic resonance imaging (MRI), cystic lesions and fluid collections were observed, with findings suggesting implant rupture; hence, surgery was planned to remove both implants. INTERVENTIONS: Intraoperatively, the implant was malpositioned in the upper lateral portion without rupture. Capsular contracture findings were also not prominent. A large amount of inflammatory granuloma was observed and removed in the prepectoral plane, and the implants were immediately inserted into a new subpectoral plane. OUTCOMES: The volume of the new implant was 175 mL, which was smaller than the previous one, as per the patient preference. Cytology of the fluid from the previous implant pocket showed no evidence of malignancy, and the granuloma was identified as inflammatory tissue caused by a foreign body reaction on biopsy. The excessive protrusion of both breasts was corrected after surgery, and the patient was satisfied with the aesthetic outcomes without any complications up to 3 months after surgery. LESSONS: The use of injectable fillers for breast augmentation carries the risk of misdiagnosis, and, therefore, surgeons should always exercise caution.",0
Patient preferences for newer oral therapies in type 2 diabetes.,"BACKGROUND: We aimed to evaluate patient preferences towards three oral antihyperglycaemic therapies using conjoint analysis to determine which attributes may influence use. METHODS: We used an online survey, completed by 553 US respondents with type 2 diabetes mellitus (T2DM; mean age 64 ± 9 years; 55% had cardiovascular [CV] risk; 27% had CV disease), to present hypothetical, blinded, pairwise, drug profile comparison choices, between different benefit/risk attributes and effect ranges. Attributes were derived from phase 3 trials for empagliflozin 25 mg (SGLT2 inhibitor), oral semaglutide 14 mg (GLP-1 receptor agonist) and sitagliptin 100 mg (DPP-4 inhibitor). Predicted therapy preference outcomes and relative importance of each attribute were calculated (presented as a percentage). RESULTS: Preference score was highest for the profile matching empagliflozin (56%), versus sitagliptin (38%; z-test, P < 0.001) and oral semaglutide (6%, z-test, P < 0.001). Results were overall consistent in subgroup analyses. Genital infection risk was the most important attribute (relative score: 19% [z-test, P = 0.077]). Other important attributes were fasting requirements (15%), weight reduction (15%), risk of vomiting (14%), CV benefit (12%), and risk of nausea (11%). HbA1c reduction (8%) and ability to take medication with other drugs (6%) were considered less important. While blinded to drug name/dose, respondents chose a drug profile similar to empagliflozin (41%) versus sitagliptin (31%), oral semaglutide (11%), or 'none of the options' (17%). CONCLUSION: While the drug profile comparable to empagliflozin was preferred, CV benefit was not the top patient priority. A shared physician-patient decision model and increased patient education are needed to ensure optimal use of guideline-directed T2DM therapies.",1
Tiered Physician Network Plans and Patient Choices of Specialist Physicians.,"IMPORTANCE: Tiered physician network (TPN) health plans sort physicians into tiers based on their cost and quality, and patients pay lower copays for visits with physicians in the lower-cost and better-quality tiers. When the plans are first introduced, they lead patients to seek care from higher-value physicians. OBJECTIVES: To examine whether TPNs are associated with patient choice of physician when the plans have been in place for 8 to 12 years and whether there are inequities in patient out-of-pocket costs associated with inequities in access to physicians in lower-copay tiers. DESIGN, SETTING, AND PARTICIPANTS: This cross-sectional study comprising 46 645 physicians and 585 399 patients in TPNs, including 54 683 patients who had a new patient visit with a physician in a TPN, used health insurance claims data from a large employer purchaser from July 1, 2014, to June 30, 2019. Statistical analysis was performed from November 2020 to August 2023. EXPOSURE: Evaluation and management visit with a physician in a TPN. MAIN OUTCOMES AND MEASURES: Main outcomes were new patient market share per physician-carrier-zip code-year, distance from centroid of patient zip code to centroid of zip code of nearest low- or medium-copay physician, and mean TPN physician office visit copay per patient. A regression discontinuity design was used to estimate the association of a physician's tier ranking, and a difference-in-differences analysis was used to estimate the association of copayment differences across tiers with market share among new patients. Equity in access was measured by comparing travel distance to the nearest physician in a low-copay or medium-copay tier and mean copayments across patient incomes. RESULTS: The main analysis sample included 46 645 physician-carrier-zip code-year observations, 9506 (20.4%) of which were in the low-copay tier, 31 798 (68.2%) in the medium-copay tier, and 5341 (11.5%) in the high-copay tier. The 54 683 new patients in the sample had a mean (SD) age of 46.4 (16.7) years and included 33 542 women (61.3%). There was no association of having a worse tier ranking (0.045 percentage points [95% CI, -0.058 to 0.148 percentage points]) or of copayment differences between tiers (0.001 percentage points [95% CI, -0.002 to 0.004 percentage points]) with physician market share among new patients. The patients with the lowest income paid slightly lower mean (SD) copayments for office visits to a TPN physician than the patients with high income ($48.08 [$16.42] vs $51.59 [$16.79], a 6.8% difference). CONCLUSIONS AND RELEVANCE: In this cross-sectional study of TPN health plans, there was no association between physician tier ranking and physician market share among any group of patients. These findings suggest there are limitations in TPNs' steering of patients toward high-value physicians. These plans were not associated with exacerbated health inequity in this setting.",0
Comparison of the Novel Digital Multi-dimension Botong Score with the Brief Pain Inventory for Evaluating Cancer-Related Pain: A Randomized Crossover Trial.,"INTRODUCTION: Pain is a common symptom in patients with cancer, and comprehensive assessments of pain are crucial for decision-making of treatment regimens. This study aimed to compare the practicality of the novel digital multi-dimension Botong score (BTS) and the brief pain inventory (BPI) for evaluating cancer-related pain. METHODS: This randomized crossover trial enrolled patients with cancer-related pain at the Affiliated Cancer Hospital of Shandong First Medical University between July and December 2022. The participants were randomized 1:1 to BTS evaluation followed by BPI or vice versa. The consistency of BTS and BPI was analyzed, including pain score and the impact of pain on emotions and sleep. The convenience, patient preference, and the filling time of the two tools were compared. The accuracy of BTS in detecting breakthrough pain and neuropathic pain was analyzed. RESULTS: A total of 308 patients with cancer-related pain were screened and 233 were finally included in the analysis. The Pearson correlation coefficients of pain score for BTS and BPI (4 relevant questions) were 0.583 for the worst pain score within 24 h, 0.394 for the mildest pain score within 24 h, 0.551 for the average pain score within 24 h, and 0.511 for the current pain score, respectively (all P < 0.01), indicating a positive correlation between the BTS and BPI pain scores. BTS was superior to BPI for filling time, convenience, and patient preference (191.03 vs. 256.76, 7.70 vs. 6.78, 7.58 vs. 6.70; all P < 0.01). The accuracy of BTS in detecting breakthrough pain and neuropathic pain was 98.28% and 97.42%, respectively. CONCLUSION: Pain scores evaluated by BTS have a positive correlation with those evaluated by BPI. BTS reduces the filling time, is more convenient to use, and is more favored by patients. In addition, BTS could help identify breakthrough pain and neuropathic pain. CLINICAL TRIAL REGISTRATION: Chictr.org.cn, identifier: ChiCTR220062624.",0
Experience with the US health care system for Black and White patients with advanced prostate cancer.,"OBJECTIVE: The purpose of this study was to assess differences in reported information about treatment, integration into care, and respect by self-identified Black and White individuals with advanced prostate cancer in the United States. PATIENTS AND METHODS: This is a prospective cohort study of 701 participants (20% identifying as Black) enrolled in the International Registry for Men with Advanced Prostate Cancer at 37 US sites from 2017 to 2022. Participants were asked six questions from the Cancer Australia National Cancer Control Indicators about their experience with care at study enrollment. Prevalence differences by self-reported race were estimated using marginal standardization of logistic-normal mixed effects models (adjusted for age at enrollment and disease state at enrollment), and 95% CIs were estimated using parametric bootstrapping. RESULTS: Most participants reported a high quality of care for each question. Black participants generally reported higher care quality compared with White participants. Black participants reported more frequently that they were offered a written assessment and care plan (71%) compared with White participants (58%; adjusted difference, 13 percentage points; 95% CI, 4-23). Black participants also reported more frequently being given the name of nonphysician personnel who would support them (64%) than White participants (52%; adjusted difference, 10; 95% CI, 1-20). Prevalence differences did not differ by disease state at enrollment. CONCLUSIONS: Black participants generally reported a higher quality of care compared with White participants. This study calls attention to the need to study potential mediating factors and interpersonal aspects of care in this population to improve survivorship.",0
Valued Outcomes in the Cancer Experience (VOICE)™: Development and validation of a multidimensional measure of perceived control.,"OBJECTIVE: Enhancing cancer patients' sense of control can positively impact psychological well-being. We developed and assessed the psychometric properties of Valued Outcomes in the Cancer Experience (VOICE)(TM), a measure of patients' perceived control over key personal priorities within their cancer experience. METHODS: VOICE construction and testing were completed in three phases with separate participant samples: (1) item generation and initial item pool testing (N = 459), (2) scale refinement (N = 623), and (3) confirmatory validation (N = 515). RESULTS: A 21-item measure was developed that captures cancer patients' sense of control in seven key domains: (1) Purpose and Meaning, (2) Functional Capacity, (3) Longevity, (4) Quality Care, (5) Illness Knowledge, (6) Social Support, and (7) Financial Capability. VOICE demonstrated adequate internal consistency (full-scale α = 0.93; factor α = 0.67-0.89) and adequate to strong convergent and discriminatory validity. SIGNIFICANCE OF RESULTS: VOICE measures cancer patients' perceived control across a diverse range of personal priorities, creating a platform for elevating patient perspectives and identifying pathways to enhance patient well-being. VOICE is positioned to guide understanding of the patient experience and aid the development and evaluation of supportive care interventions to enhance well-being.",0
Long-Term Follow Up of Sexual Function and Steroid Levels in Women after Perimenopausal Hysterectomy with or without Concomitant Oophorectomy.,"Hysterectomy, most often performed because of bleeding disorders or uterine leiomyoma, is one of the most common major surgical procedures in women and is usually performed during the perimenopausal period on ages 45-55 years. Hysterectomy may be combined with bilateral salpingo-oophorectomy, as a risk-reducing procedure to minimize the risk of ovarian cancer. An open question is whether concomitant oophorectomy, with cessation of ovarian androgen secretion, has any long-term effects on sexual function. In the present prospective cohort study of women undergoing benign hysterectomy, the long-term (10-12 years) effects on sexual function and changes in sex hormone levels were investigated in women having undergone perimenopausal hysterectomy, with or without concomitant bilateral salpingo-oophorectomy. Originally, 491 women (mean age around 50 years) were operated with (patient preference) either only hysterectomy (HYST) or hysterectomy plus bilateral salpingo-oophorectomy (HYST + BSO), and 441 women (90%; HYST; n = 271 and HYST + BSO; n = 170) completed a one-year survey. In the present study, 185 women (42%) of the cohort with one-year follow up participated in the long-term follow up after 10-12 years. Follow-up was with the 10-item McCoy Female Sex Questionnaire and blood analysis of levels of testosterone, estradiol and sexual-hormone-binding globulin. The results showed that specific aspects of sexual function were lower after HYST + BSO compared to HYST 10-12 years after surgery. These lowered items were frequency of sexual fantasies, enjoyment of sexual activity, sexual arousal, and orgasmic frequency. No long-term differences in sex hormone levels were found between the two groups. In conclusion, some items related to sexual function were lower after HYST + BSO in a long-term perspective study, although the levels of testosterone were unaltered. This finding may have implications for clinical recommendations concerning prophylactic salpingo-oophorectomy or for hysterectomy during the perimenopausal age.",0
"Preference-based patient participation in intermediate care: Translation, validation and piloting of the 4Ps in Norway.","INTRODUCTION: The implementation and evaluation of patient participation to obtain high-quality transitional care for older people is an international priority. Intermediate care (IC) services are regarded as an important part of the patient's pathway from the specialist to the primary care levels, bridging the gap between the hospital and the home. Patients may experience varying capacities and conditions for patient participation. Yet, few tools for evaluating patients' preferences for patient participation within IC services are at hand. Accordingly, further knowledge is needed to understand and scaffold processes for patient participation in IC. Therefore, the aim of this project was to translate, validate and pilot test the Patient Preferences for Patient Participation (the 4Ps) with patients in IC services in Norway. METHODS: This project comprised two phases: (1) a careful translation and cultural adaptation process, followed by a content validity trial among 15 patients and staff in Norwegian IC and (2) a cross-sectional survey of the instrument with 60 patients admitted to IC. RESULTS: The translation between Swedish and Norwegian required no conceptual or contextual adaptations. The subsequent cross-sectional study, designed as a dialogue between the patients and staff, revealed that only 50% of the participants received a sufficient level of patient participation based on their preferences, mostly indicating that patients were receiving less-than-preferred conditions for engaging in their health and healthcare issues. CONCLUSION: The 4Ps instrument was deemed suitable for measuring patient participation based on patient preferences in the IC context and was feasible for both healthcare professionals and patients to complete in an interview when arriving at and leaving services. This may support person-centred communication and collaboration, calling for further research on what facilitates patient participation and the implementation of person-centred services for patients in IC. PATIENT OR PUBLIC CONTRIBUTION: First, the current paper is part of the IPIC study (i.e., the implementation of patient participation in IC). Influenced by a James Lind Alliance process, the study addresses research uncertainties identified by patients, next of kin, staff and researchers in the cocreation process. Second, cognitive interviewing was conducted with 15 representatives of the target population: seven patients receiving IC services, one home-dwelling previous IC patient (altogether four women and four men, most of them 80 years or older) and seven healthcare staff working in IC services. The interviews determined the relevance, comprehensiveness and clarity of the 4Ps. Finally, 60 patients admitted to IC took part in the cross-sectional study.",0
[Vestibular Schwannoma: Factors in Therapy Decision-Making].,"The treatment of vestibular schwannomas (VS) has always posed a challenge for physicians. Three essential treatment principles are available: wait-and-scan, surgery, and stereotactic radiotherapy. In addition to the type of treatment, decisions must be made regarding the optimal timing of therapy, the combination of different treatment modalities, the potential surgical approach, and the type and intensity of radiation. Factors influencing the therapy decision include tumor location and size or stage, patient age, comorbidities, symptoms, postoperative hearing rehabilitation options, patient preferences, and, not least, the experience of the surgeons and the personnel and technical capabilities of the clinical site. This article begins with a brief overview of vestibular schwannomas, then outlines the fundamental interdisciplinary treatment options, and finally discusses the ENT (ear, nose, and throat)-relevant factors in the therapy decision.",0
Digital solution in the follow-up of early breast cancer a randomized study.,"BACKGROUND: After primary treatment, patients with early breast cancer (EBC) are followed-up for at least 5 years. At the Helsinki University Hospital (HUS) surveillance includes appointments at 1, 3 and 5 years, and between pre-planned visits a phone call service operated by a nurse practitioner for counseling about symptoms related to side-effects or potential recurrence. In 2015 HUS launched a digital solution for cancer patients. This study was designed to find out patient preference, Health related (HR) quality of life (QOL) and satisfaction with a digital solution compared to a phone call service during the first year of follow-up. MATERIAL AND METHODS: Patients with EBC were randomized at the final visit of radiotherapy to surveillance by phone calls or by the digital Noona solution during the first year outside pre-planned visits. After six months the groups were crossed over to the other arm. Primary endpoint was patient preference for either follow-up method among those who had contacted the study nurse at least once by both phone service and digital solution. RESULTS: Out of the 765 patients randomized, 142 had contacted the hospital with both methods and were eligible for inclusion in the analyses of the present study. Out of the 142 patients, 56 preferred phone calls, 43 the digital solution while 43 considered both modalities equal. Preference for the digital solution was higher among patients aged 65 or less. There were no differences in HR QoL or overall satisfaction between the modalities. However, the patients rated the timeliness of response better while using the digital solution. CONCLUSION: Of the patients 30% preferred the digital solution, 40% phone calls while 30% found them equal as the primary follow-up method for EBC during the first year outside pre-planned visits. There is a need to include also digital solutions in surveillance of EBC. CLINICALTRIALS.GOV IDENTIFIER: NCT04980989.",0
Pharmacological and Non-pharmacological Approaches for the Management of Neuropathic Pain in Multiple Sclerosis.,"Multiple sclerosis is a chronic inflammatory disease that affects the central nervous system and can cause various types of pain including ongoing extremity pain, Lhermitte's phenomenon, trigeminal neuralgia, and mixed pain. Neuropathic pain is a major concern for individuals with multiple sclerosis as it is directly linked to myelin damage in the central nervous system and the management of neuropathic pain in multiple sclerosis is challenging as the options available have limited efficacy and can cause unpleasant side effects. The literature search was conducted across two databases, PubMed, and Google Scholar. Eligible studies included clinical trials, observational studies, meta-analyses, systematic reviews, and narrative reviews. The objective of this article is to provide an overview of literature on pharmacological and non-pharmacological strategies employed in the management of neuropathic pain in multiple sclerosis. Pharmacological options include cannabinoids, muscle relaxants (tizanidine, baclofen, dantrolene), anticonvulsants (benzodiazepines, gabapentin, phenytoin, carbamazepine, lamotrigine), antidepressants (duloxetine, venlafaxine, tricyclic antidepressants), opioids (naltrexone), and botulinum toxin variants, which have evidence from various clinical trials. Non-pharmacological approaches for trigeminal neuralgia may include neurosurgical methods. Non-invasive methods, physical therapy, and psychotherapy (cognitive behavioral therapy, acceptance and commitment therapy and mindfulness-based stress reduction) may be recommended for patients with neuropathic pain in multiple sclerosis. The choice of treatment depends on the severity and type of pain as well as other factors, such as patient preferences and comorbidities. There is a pressing need for healthcare professionals and researchers to prioritize the development of better strategies for managing multiple sclerosis-induced neuropathic pain.",0
Analysis of Barriers to Public and Private Cardiac Rehabilitation Programs in Patients with Low and High Adherence.,"INTRODUCTION: Participants in cardiac rehabilitation programs have low adherence to their sessions, which makes extremely important to recognize the barriers that cause non-adherence, identifying whether the type of service and level of adherence influence these barriers. METHODS: This is a cross-sectional observational study, in which 220 individuals (66.80±11.59 years) of both genders who are members of public and private exercise-based cardiac rehabilitation programs participated. The volunteers were divided according to the level of adherence, considering patients with low adherence (PLA) those with < 70% of attendance and high adherence (PHA) those with > 70%. Then, initial evaluation, Cardiac Rehabilitation Barriers Scale, analysis of socioeconomic level, Hospital Anxiety and Depression Scale, and Mini-Mental State Examination were applied. RESULTS: Higher total barriers were found in PLA in the public service compared to PHA in the private service (P=0.023). In the subscale ""perceived need"", PHA in the public service showed higher values than PLA and PHA in the private service (P≤0.001). The ""access"" barrier was higher for PHA in the public service when compared to PHA in the private service (P=0.024). PHA in the public service exhibited a higher barrier regarding questions about distance, transportation problems, cost, and time constraints. CONCLUSION: The public program presents higher barriers in the questions and categories compared to the private program, mainly the PHA. Furthermore, there are differences in the profile of the participants regarding socioeconomic and anxiety levels, treatment time, ethnicity, and city where they live.",0
Burden and prognostic impact of cardiovascular disease in patients with cancer.,"The number of patients at the intersection of cancer and cardiovascular disease (CVD) is increasing, reflecting ageing global populations, rising burden of shared cardiometabolic risk factors, and improved cancer survival. Many cancer treatments carry a risk of cardiotoxicity. Baseline cardiovascular risk assessment is recommended in all patients with cancer and requires consideration of individual patient risk and the cardiotoxicity profile of proposed anticancer therapies. Patients with pre-existing CVD are potentially at high or very high risk of cancer-therapy related cardiovascular toxicity. The detection of pre-existing CVD should prompt cardiac optimisation and planning of surveillance during cancer treatment. In patients with severe CVD, the risk of certain cancer therapies may be prohibitively high. Such decisions require multidisciplinary discussion with consideration of alternative anti-cancer therapies, risk-benefit assessment, and patient preference. Current practice is primarily guided by expert opinion and data from select clinical cohorts. There is need for development of a stronger evidence base to guide clinical practice in cardio-oncology. The establishment of multicentre international registries and national-level healthcare data linkage projects are important steps towards facilitating enrichment of cardio-oncology research programmes. In this narrative review, we consider epidemiological trends of cancer and CVD comorbidities and the impact of their co-occurrence on clinical outcomes, current approach to supporting cancer patients with pre-existing CVD and gaps in existing knowledge.",0
"Patient experiences of, and preferences for, surgical wound care education.","The aim of this study was to describe patients' experiences of, and preferences for, surgical wound care discharge education and how these experiences predicted their ability to self-manage their surgical wounds. A telephone survey of 270 surgical patients was conducted across two hospitals two weeks after discharge. Patients preferred verbal (n = 255, 94.8%) and written surgical wound education (n = 178, 66.2%) from medical (n = 229, 85.4%) and nursing staff (n = 211, 78.7%) at discharge. The most frequent education content that patients received was information about follow-up appointments (n = 242, 89.6%) and who to contact in the community with wound care concerns (n = 233, 86.6%). Using logistic regression, patients who perceived that they participated in surgical wound care decisions were 6.5 times more likely to state that they were able to manage their wounds at home. Also, patients who agreed that medical and/or nursing staff discussed wound pain management were 3.1 times more likely to report being able to manage their surgical wounds at home. Only 40% (107/270) of patients actively participated in wound-related decision-making during discharge education. These results uncovered patient preferences, which could be used to optimise discharge education practices. Embedding patient participation into clinical workflows may enhance patients' self-management practices once home.",0
Use of Acellular Biologic Matrix Envelope for Cardiac Implantable Electronic Device Placement to Correct Migration into Submuscular Breast Implant Pocket.,"Breast implants whether used for cosmetic or reconstructive purposes can be placed in pockets either above or below the pectoralis major muscle, depending on clinical circumstances such as subcutaneous tissue volume, history of radiation, and patient preference. Likewise, cardiac implantable electronic devices (CIEDs) can be placed above or below the pectoralis major muscle. When a patient has both devices, knowledge of the pocket location is important for procedural planning and for durability of device placement and performance. Here, we report a patient who previously failed subcutaneous CIED placement due to incision manipulation with prior threatened device exposure requiring plane change to subpectoral pocket. Her course was complicated by submuscular migration of the CIED into her breast implant periprosthetic pocket. With subcutaneous plane change being inadvisable due to patient noncompliance, soft tissue support of subpectoral CIED placement with an acellular biologic matrix (ABM) was performed. Similar to soft tissue support used for breast implants, submuscular CIED neo-pocket creation with ABM was performed with durable CIED device positioning confirmed at 9 months postprocedure.",0
Primary Care Team Perspectives on the Suitability of Telehealth Modality (Phone vs Video) at the Veterans Health Administration.,"INTRODUCTION: Telehealth has the potential to improve access and timeliness of care, enabling primary care teams to deliver hybrid (virtual/in-person) services that will likely extend beyond the COVID-19 pandemic. To optimize its use and sustainability, it is imperative to understand how primary care teams perceive the suitability of telehealth services, including appropriate choice of mode (telephone or video). However, there is limited research on providers' decision-making processes surrounding telehealth use in primary care, including whether to use telephone or video, which this VA-focused study addresses. We examined how primary care (PC) team members determine whether to use telehealth and the mode of delivery, in the care of patients. METHODS: Qualitative case study that included 15 semi-structured interviews with employees who provided or supported telehealth care at primary care clinics at the Veterans Health Administration. We used a team-based rapid analysis approach to identify experiences using telehealth soon after COVID-19's emergence, consisting of the creation of structured summaries of each transcribed interview. The lead author then identified and compiled themes and sub-themes related to the suitability of telehealth in primary care, as well as associated quotes from transcripts. Resulting themes and quotes were reviewed and validated by 2 members of the project team. RESULTS: Primary care team members considered several factors when assessing both the suitability of telehealth for appointments, and mode of use. They were largely guided by patient-related factors including patient preferences, specific health issues, and access to technology. Additional considerations centered on team members' personal preferences and factors that supported the wellbeing of the team, such as the flexibility to work from home (work-life balance) and protection from infection. Generally, participants viewed the option of both telephone and video telehealth modalities as useful tools in the care of patients although a few respondents emphasized its inferiority to in-person care. CONCLUSIONS: Determining the suitability of telehealth services, including appropriate choice of mode is complex. Its suitability is tied to a variety of factors related to multilevel resources, preferences, and timing. When appropriate, telehealth should be considered a useful tool in the care of patients and for employee well-being.",0
'My doctor should decide' - Predictors for healthcare users' stated preferences regarding medical decision-making.,"OBJECTIVES: To investigate predictors for healthcare users' declared decision control preferences and test their association with satisfaction in vignettes detailing various decision-making. METHODS: Cross-sectional vignette survey within a representative general male population aged 45-70 years (response rate 30%). Survey vignettes illustrated different levels of patient involvement. Participants rated their satisfaction with healthcare illustrated and separately rated their 'control preferences'. Comparisons were conducted with linear regression. RESULTS: Preferring the doctor to predominantly or exclusively decide (1588/6755 respondents) was associated with older age, being single, lower education, having chronic illness, and living in low-income and less populated areas, with fewer non-western immigrants. Following adjustment, lower education and chronic illness remained statistically significant. Personalities with less openness had preference for least control. When presented with specific clinical scenarios, respondents preferring active or passive roles were equally satisfied with scenarios demonstrating shared decision-making. DISCUSSION: Some groups of healthcare users were more likely to say that they preferred their doctor to decide. However, findings suggest that control preference statements, prior to facing a decision, should be interpreted with caution. PRACTICAL VALUE: Study findings highlight that patients vary regarding their expressed wish for control in medical decision-making but they seem equally satisfied with shared decision-making scenarios.",0
Phases and Transitions of Serious Illness: A Structure for Teaching Palliative Care.,"BACKGROUND: Palliative care (PC) focuses on listening to patient preferences, goals, and values to help health care providers educate, support, and collaborate during challenging disease processes, demanding treatments, and difficult decision-making. METHOD: A recently developed Phases and Transitions Model for Serious Illness helps guide nursing students in initiating therapeutic conversations about PC. Each phase and transition shows unique characteristics of illness and treatment to clarify the importance of introducing PC for that phase. Interventions in education, support, and treatment help students guide patients and families through the trajectory of serious illness. RESULTS: The Phases and Transitions Model for Serious Illness and PC interventions provide a clear and practical structure to educate and empower nursing students to engage in PC conversations. CONCLUSION: Nursing educators can integrate this new model to broaden the perspective of PC as an everyday nursing practice for patients who have a serious illness. [J Nurs Educ. 2023;62(5):279-284.].",0
Facilitators and barriers to using telemedicine for gender-affirming care in gender-diverse youth: A qualitative study.,"INTRODUCTION: Access to gender-affirming care (GAC) is limited for gender-diverse (GD) youth, with the potential for further limitations given the current political climate. GAC has been shown to improve the mental health of GD youth and telemedicine (TM) could increase access to GAC. With limited data on the acceptability and feasibility of TM for GAC among GD youth, we sought to further explore their perspectives on the use of TM in their care. METHODS: We used a semi-structured interview guide, with prompts developed to explore participants' knowledge of TM, identify factors that influenced use, and advantages or disadvantages of use. RESULTS: Thirty GD participants aged 13-21 years old participated in TM. While TM was not the preferred option for medical visits, it was recognized as a practical option for providing GAC. Various actual and perceived disadvantages noted by youth included, technical issues interrupting the visit, not receiving care equivalent to that of an in-person visit, having to see themselves on the screen, family members interrupting visits, and meeting new staff while connecting to a TM visit. The advantages, however, were an increased autonomy and convenience of TM, especially when used for specific aspects of GAC. DISCUSSION: The use of TM in GAC could be optimized by limiting camera use, eliminating/reducing staff involvement, being sensitive to privacy issues, and alternating TM with in-person visits. Clinicians should be cognizant of patient preferences and concerns and be flexible with visit types.",0
Evaluating Patient Preferences and Clinical Outcomes for Modified Laparoscopic Burch Colposuspension and Transobturator Tape Procedures in Stress Urinary Incontinence Treatment.,"OBJECTIVE: This study aims to provide an in-depth analysis of patient preferences and clinical outcomes associated with two prominent surgical techniques for treating Stress Urinary Incontinence (SUI): the modified laparoscopic Burch colposuspension and the transobturator tape (TOT) procedure. MATERIAL AND METHODS: A prospective cohort study was conducted on 145 patients who recieved surgical treatment for SUI, of which 71 patients (49%) underwent the modified laparoscopic Burch procedure, while 74 patients (51%) received the TOT procedure. Data on clinical characteristics, treatment success rates, and postoperative outcomes were collected and analyzed to understand patient preferences and real-world clinical effectiveness. RESULTS: This study revealed notable differences in patient demographics and clinical characteristics between the two groups. At the 2-year follow-up, a success rate of 100% was reported in the modified laparoscopic Burch group and 86.48% in the TOT group. A total of 99 patients (68.28%) were considered cured postoperatively, with 47 (66.20%) in the modified laparoscopic Burch group and 52 (70.27%) in the TOT group (p = 0.598). A significant difference was found in the incidence of dyspareunia, with six cases (8.10%) reported in the TOT group, compared to none reported in the modified laparoscopic Burch group (p = 0.028). The median operation time was significantly shorter in the TOT group, namely 15 min, compared to the modified laparoscopic Burch group, which had a median equal to 27 min (p < 0.001). Despite these differences, patient preference for either surgical technique was observed, along with similar success rates and varied postoperative outcomes. CONCLUSIONS: The findings provide a comprehensive overview of patient preferences and factual clinical outcomes for the two surgical techniques in SUI treatment. This study contributes to understanding the factors influencing patient choice and offers valuable insights into the real-world application of these techniques, enhancing patient-centered care in SUI management.",0
